date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:11	65897/65897	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2019:07:16%20GMT	https://www.dealercontrolledleasing.com/	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/index.html	(from )
14:07:11	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2019:07:16%20GMT	https://www.dealercontrolledleasing.com/robots.txt		(from )
14:07:11	7212/7212	---M--	200	added ('OK')	image/png	etag:%2212962b4b714ad81:0%22	https://www.dealercontrolledleasing.com/apple-touch-icon.png	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/apple-touch-icon.png	(from https://www.dealercontrolledleasing.com/)
14:07:12	1397/1397	---M--	200	added ('OK')	image/png	etag:%2291a2344b714ad81:0%22	https://www.dealercontrolledleasing.com/favicon-32x32.png	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/favicon-32x32.png	(from https://www.dealercontrolledleasing.com/)
14:07:12	765/765	---M--	200	added ('OK')	image/png	etag:%2294c3324b714ad81:0%22	https://www.dealercontrolledleasing.com/favicon-16x16.png	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/favicon-16x16.png	(from https://www.dealercontrolledleasing.com/)
14:07:13	291/291	---M--	200	added ('OK')	application/manifest+json	etag:%222965384b714ad81:0%22	https://www.dealercontrolledleasing.com/site.webmanifest	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/site.webmanifest	(from https://www.dealercontrolledleasing.com/)
14:07:13	5175/5175	---M--	200	added ('OK')	image/svg+xml	etag:%2217a890704ad81:0%22	https://www.dealercontrolledleasing.com/safari-pinned-tab.svg	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/safari-pinned-tab.svg	(from https://www.dealercontrolledleasing.com/)
14:07:13	155845/155845	---M-Z	200	added ('OK')	text/css	etag:W/%22260c5-fByeBXPlzqi603M74vxjqoxo6o0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css	D:/Documents/My%20Websites/DCL/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css	(from https://www.dealercontrolledleasing.com/)
14:07:14	274146/274146	---M-Z	200	added ('OK')	text/css	etag:%22106695915768d81:0%22	https://www.dealercontrolledleasing.com/css/materialdesignicons.min.css	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/css/materialdesignicons.min.css	(from https://www.dealercontrolledleasing.com/)
14:07:14	9742/9742	---M-Z	200	added ('OK')	text/css	etag:%22ccac95915768d81:0%22	https://www.dealercontrolledleasing.com/css/pe-icon-7.css	D:/Documents/My%20Websites/DCL/www.dealercontrolledleasing.com/css/pe-icon-7.css	(from https://www.dealercontrolledleasing.com/)
